statefip,stateName,stateabbrev,area,MSAname,countyfip,township,county_town_name,county_town_BLSname
01,Alabama,AL,13820,"Birmingham-Hoover, AL",117,000,Shelby County,Shelby County
01,Alabama,AL,13820,"Birmingham-Hoover, AL",115,000,St. Clair County,St. Clair County
01,Alabama,AL,0100003,Southwest Alabama nonmetropolitan area,119,000,Sumter County,Sumter County
01,Alabama,AL,0100002,Northeast Alabama nonmetropolitan area,121,000,Talladega County,Talladega County
01,Alabama,AL,0100002,Northeast Alabama nonmetropolitan area,123,000,Tallapoosa County,Tallapoosa County
01,Alabama,AL,46220,"Tuscaloosa, AL",125,000,Tuscaloosa County,Tuscaloosa County
01,Alabama,AL,13820,"Birmingham-Hoover, AL",127,000,Walker County,Walker County
01,Alabama,AL,0100003,Southwest Alabama nonmetropolitan area,129,000,Washington County,Washington County
01,Alabama,AL,0100003,Southwest Alabama nonmetropolitan area,131,000,Wilcox County,Wilcox County
01,Alabama,AL,0100001,Northwest Alabama nonmetropolitan area,133,000,Winston County,Winston County
02,Alaska,AK,0200006,Alaska nonmetropolitan area,013,000,Aleutians East Borough,Aleutians East Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,016,000,Aleutians West Census Area,Aleutians West Census Area
02,Alaska,AK,11260,"Anchorage, AK",020,000,Anchorage Municipality,Anchorage Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,050,000,Bethel Census Area,Bethel Census Area
02,Alaska,AK,0200006,Alaska nonmetropolitan area,060,000,Bristol Bay Borough,Bristol Bay Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,063,000,Chugach Census  Area,Chugach Census  Area
02,Alaska,AK,0200006,Alaska nonmetropolitan area,066,000,Copper River Census Area  ,Copper River Census Area  
02,Alaska,AK,0200006,Alaska nonmetropolitan area,068,000,Denali Borough,Denali Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,070,000,Dillingham Census Area,Dillingham Census Area
02,Alaska,AK,21820,"Fairbanks, AK",090,000,Fairbanks North Star Borough,Fairbanks North Star Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,100,000,Haines Borough,Haines Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,105,000,Hoonah-Angoon Census Area,Hoonah-Angoon
02,Alaska,AK,0200006,Alaska nonmetropolitan area,110,000,Juneau City and Borough,Juneau Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,122,000,Kenai Peninsula Borough,Kenai Peninsula Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,130,000,Ketchikan Gateway Borough,Ketchikan Gateway Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,150,000,Kodiak Island Borough,Kodiak Island Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,158,000,Kusivak Census Area,Kusivak
02,Alaska,AK,0200006,Alaska nonmetropolitan area,164,000,Lake and Peninsula Borough,Lake and Peninsula Borough
02,Alaska,AK,11260,"Anchorage, AK",170,000,Matanuska-Susitna Borough,Matanuska-Susitna Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,180,000,Nome Census Area,Nome Census Area
02,Alaska,AK,0200006,Alaska nonmetropolitan area,185,000,North Slope Borough,North Slope Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,188,000,Northwest Arctic Borough,Northwest Arctic Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,195,000,Petersburg Census Area,Petersburg
02,Alaska,AK,0200006,Alaska nonmetropolitan area,198,000,Prince of Wales-Hyder Census Area,Prince of Wales-Hyder
02,Alaska,AK,0200006,Alaska nonmetropolitan area,220,000,Sitka City and Borough,Sitka Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,230,000,Skagway,Skagway
02,Alaska,AK,0200006,Alaska nonmetropolitan area,240,000,Southeast Fairbanks Census Area,Southeast Fairbanks Census Area
02,Alaska,AK,0200006,Alaska nonmetropolitan area,270,000,Wade Hampton Census Area,Wade Hampton Census Area
02,Alaska,AK,0200006,Alaska nonmetropolitan area,275,000,Wrangell City and Borough,Wrangell
02,Alaska,AK,0200006,Alaska nonmetropolitan area,282,000,Yakutat City and Borough,Yakutat Borough
02,Alaska,AK,0200006,Alaska nonmetropolitan area,290,000,Yukon-Koyukuk Census Area,Yukon-Koyukuk Census Area
04,Arizona,AZ,0400001,Arizona nonmetropolitan area,001,000,Apache County,Apache County
04,Arizona,AZ,43420,"Sierra Vista-Douglas, AZ",003,000,Cochise County,Cochise County
04,Arizona,AZ,22380,"Flagstaff, AZ",005,000,Coconino County,Coconino County
04,Arizona,AZ,0400001,Arizona nonmetropolitan area,007,000,Gila County,Gila County
04,Arizona,AZ,0400001,Arizona nonmetropolitan area,009,000,Graham County,Graham County
04,Arizona,AZ,0400001,Arizona nonmetropolitan area,011,000,Greenlee County,Greenlee County
04,Arizona,AZ,0400001,Arizona nonmetropolitan area,012,000,La Paz County,La Paz County
04,Arizona,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",013,000,Maricopa County,Maricopa County
04,Arizona,AZ,29420,"Lake Havasu City-Kingman, AZ",015,000,Mohave County,Mohave County
04,Arizona,AZ,0400001,Arizona nonmetropolitan area,017,000,Navajo County,Navajo County
04,Arizona,AZ,46060,"Tucson, AZ",019,000,Pima County,Pima County
04,Arizona,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",021,000,Pinal County,Pinal County
04,Arizona,AZ,0400001,Arizona nonmetropolitan area,023,000,Santa Cruz County,Santa Cruz County
04,Arizona,AZ,39140,"Prescott, AZ",025,000,Yavapai County,Yavapai County
04,Arizona,AZ,49740,"Yuma, AZ",027,000,Yuma County,Yuma County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,001,000,Arkansas County,Arkansas County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,003,000,Ashley County,Ashley County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,005,000,Baxter County,Baxter County
05,Arkansas,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",007,000,Benton County,Benton County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,009,000,Boone County,Boone County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,011,000,Bradley County,Bradley County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,013,000,Calhoun County,Calhoun County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,015,000,Carroll County,Carroll County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,017,000,Chicot County,Chicot County
05,Arkansas,AR,0500003,West Arkansas nonmetropolitan area,019,000,Clark County,Clark County
05,Arkansas,AR,0500002,East Arkansas nonmetropolitan area,021,000,Clay County,Clay County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,023,000,Cleburne County,Cleburne County
05,Arkansas,AR,38220,"Pine Bluff, AR",025,000,Cleveland County,Cleveland County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,027,000,Columbia County,Columbia County
05,Arkansas,AR,0500003,West Arkansas nonmetropolitan area,029,000,Conway County,Conway County
05,Arkansas,AR,27860,"Jonesboro, AR",031,000,Craighead County,Craighead County
05,Arkansas,AR,22900,"Fort Smith, AR-OK",033,000,Crawford County,Crawford County
05,Arkansas,AR,32820,"Memphis, TN-MS-AR",035,000,Crittenden County,Crittenden County
05,Arkansas,AR,0500002,East Arkansas nonmetropolitan area,037,000,Cross County,Cross County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,039,000,Dallas County,Dallas County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,041,000,Desha County,Desha County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,043,000,Drew County,Drew County
05,Arkansas,AR,30780,"Little Rock-North Little Rock-Conway, AR",045,000,Faulkner County,Faulkner County
05,Arkansas,AR,0500003,West Arkansas nonmetropolitan area,047,000,Franklin County,Franklin County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,049,000,Fulton County,Fulton County
05,Arkansas,AR,26300,"Hot Springs, AR",051,000,Garland County,Garland County
05,Arkansas,AR,30780,"Little Rock-North Little Rock-Conway, AR",053,000,Grant County,Grant County
05,Arkansas,AR,0500002,East Arkansas nonmetropolitan area,055,000,Greene County,Greene County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,057,000,Hempstead County,Hempstead County
05,Arkansas,AR,0500003,West Arkansas nonmetropolitan area,059,000,Hot Spring County,Hot Spring County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,061,000,Howard County,Howard County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,063,000,Independence County,Independence County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,065,000,Izard County,Izard County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,067,000,Jackson County,Jackson County
05,Arkansas,AR,38220,"Pine Bluff, AR",069,000,Jefferson County,Jefferson County
05,Arkansas,AR,0500003,West Arkansas nonmetropolitan area,071,000,Johnson County,Johnson County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,073,000,Lafayette County,Lafayette County
05,Arkansas,AR,0500002,East Arkansas nonmetropolitan area,075,000,Lawrence County,Lawrence County
05,Arkansas,AR,0500002,East Arkansas nonmetropolitan area,077,000,Lee County,Lee County
05,Arkansas,AR,38220,"Pine Bluff, AR",079,000,Lincoln County,Lincoln County
05,Arkansas,AR,45500,"Texarkana, TX-AR",081,000,Little River County,Little River County
05,Arkansas,AR,0500003,West Arkansas nonmetropolitan area,083,000,Logan County,Logan County
05,Arkansas,AR,30780,"Little Rock-North Little Rock-Conway, AR",085,000,Lonoke County,Lonoke County
05,Arkansas,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",087,000,Madison County,Madison County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,089,000,Marion County,Marion County
05,Arkansas,AR,45500,"Texarkana, TX-AR",091,000,Miller County,Miller County
05,Arkansas,AR,0500002,East Arkansas nonmetropolitan area,093,000,Mississippi County,Mississippi County
05,Arkansas,AR,0500002,East Arkansas nonmetropolitan area,095,000,Monroe County,Monroe County
05,Arkansas,AR,0500003,West Arkansas nonmetropolitan area,097,000,Montgomery County,Montgomery County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,099,000,Nevada County,Nevada County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,101,000,Newton County,Newton County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,103,000,Ouachita County,Ouachita County
05,Arkansas,AR,30780,"Little Rock-North Little Rock-Conway, AR",105,000,Perry County,Perry County
05,Arkansas,AR,0500002,East Arkansas nonmetropolitan area,107,000,Phillips County,Phillips County
05,Arkansas,AR,0500003,West Arkansas nonmetropolitan area,109,000,Pike County,Pike County
05,Arkansas,AR,27860,"Jonesboro, AR",111,000,Poinsett County,Poinsett County
05,Arkansas,AR,0500003,West Arkansas nonmetropolitan area,113,000,Polk County,Polk County
05,Arkansas,AR,0500003,West Arkansas nonmetropolitan area,115,000,Pope County,Pope County
05,Arkansas,AR,0500002,East Arkansas nonmetropolitan area,117,000,Prairie County,Prairie County
05,Arkansas,AR,30780,"Little Rock-North Little Rock-Conway, AR",119,000,Pulaski County,Pulaski County
05,Arkansas,AR,0500002,East Arkansas nonmetropolitan area,121,000,Randolph County,Randolph County
05,Arkansas,AR,30780,"Little Rock-North Little Rock-Conway, AR",125,000,Saline County,Saline County
05,Arkansas,AR,0500003,West Arkansas nonmetropolitan area,127,000,Scott County,Scott County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,129,000,Searcy County,Searcy County
05,Arkansas,AR,22900,"Fort Smith, AR-OK",131,000,Sebastian County,Sebastian County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,133,000,Sevier County,Sevier County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,135,000,Sharp County,Sharp County
05,Arkansas,AR,0500002,East Arkansas nonmetropolitan area,123,000,St. Francis County,St. Francis County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,137,000,Stone County,Stone County
05,Arkansas,AR,0500004,South Arkansas nonmetropolitan area,139,000,Union County,Union County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,141,000,Van Buren County,Van Buren County
05,Arkansas,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",143,000,Washington County,Washington County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,145,000,White County,White County
05,Arkansas,AR,0500001,North Arkansas nonmetropolitan area,147,000,Woodruff County,Woodruff County
05,Arkansas,AR,0500003,West Arkansas nonmetropolitan area,149,000,Yell County,Yell County
06,California,CA,41860,"San Francisco-Oakland-Hayward, CA",001,000,Alameda County,Alameda County
06,California,CA,0600006,Eastern Sierra-Mother Lode Region of California nonmetropolitan area,003,000,Alpine County,Alpine County
06,California,CA,0600006,Eastern Sierra-Mother Lode Region of California nonmetropolitan area,005,000,Amador County,Amador County
06,California,CA,17020,"Chico, CA",007,000,Butte County,Butte County
06,California,CA,0600006,Eastern Sierra-Mother Lode Region of California nonmetropolitan area,009,000,Calaveras County,Calaveras County
06,California,CA,0600007,North Valley-Northern Mountains Region of California nonmetropolitan area,011,000,Colusa County,Colusa County
06,California,CA,41860,"San Francisco-Oakland-Hayward, CA",013,000,Contra Costa County,Contra Costa County
06,California,CA,0600003,North Coast Region of California nonmetropolitan area,015,000,Del Norte County,Del Norte County
06,California,CA,40900,"Sacramento--Roseville--Arden-Arcade, CA",017,000,El Dorado County,El Dorado County
06,California,CA,23420,"Fresno, CA",019,000,Fresno County,Fresno County
06,California,CA,0600007,North Valley-Northern Mountains Region of California nonmetropolitan area,021,000,Glenn County,Glenn County
06,California,CA,0600003,North Coast Region of California nonmetropolitan area,023,000,Humboldt County,Humboldt County
06,California,CA,20940,"El Centro, CA",025,000,Imperial County,Imperial County
06,California,CA,0600006,Eastern Sierra-Mother Lode Region of California nonmetropolitan area,027,000,Inyo County,Inyo County
06,California,CA,12540,"Bakersfield, CA",029,000,Kern County,Kern County
06,California,CA,25260,"Hanford-Corcoran, CA",031,000,Kings County,Kings County
06,California,CA,0600003,North Coast Region of California nonmetropolitan area,033,000,Lake County,Lake County
06,California,CA,0600007,North Valley-Northern Mountains Region of California nonmetropolitan area,035,000,Lassen County,Lassen County
06,California,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",037,000,Los Angeles County,Los Angeles County
06,California,CA,31460,"Madera, CA",039,000,Madera County,Madera County
06,California,CA,41860,"San Francisco-Oakland-Hayward, CA",041,000,Marin County,Marin County
06,California,CA,0600006,Eastern Sierra-Mother Lode Region of California nonmetropolitan area,043,000,Mariposa County,Mariposa County
06,California,CA,0600003,North Coast Region of California nonmetropolitan area,045,000,Mendocino County,Mendocino County
06,California,CA,32900,"Merced, CA",047,000,Merced County,Merced County
06,California,CA,0600007,North Valley-Northern Mountains Region of California nonmetropolitan area,049,000,Modoc County,Modoc County
06,California,CA,0600006,Eastern Sierra-Mother Lode Region of California nonmetropolitan area,051,000,Mono County,Mono County
06,California,CA,41500,"Salinas, CA",053,000,Monterey County,Monterey County
06,California,CA,34900,"Napa, CA",055,000,Napa County,Napa County
06,California,CA,0600007,North Valley-Northern Mountains Region of California nonmetropolitan area,057,000,Nevada County,Nevada County
06,California,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",059,000,Orange County,Orange County
06,California,CA,40900,"Sacramento--Roseville--Arden-Arcade, CA",061,000,Placer County,Placer County
06,California,CA,0600007,North Valley-Northern Mountains Region of California nonmetropolitan area,063,000,Plumas County,Plumas County
06,California,CA,40140,"Riverside-San Bernardino-Ontario, CA",065,000,Riverside County,Riverside County
06,California,CA,40900,"Sacramento--Roseville--Arden-Arcade, CA",067,000,Sacramento County,Sacramento County
06,California,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",069,000,San Benito County,San Benito County
06,California,CA,40140,"Riverside-San Bernardino-Ontario, CA",071,000,San Bernardino County,San Bernardino County
06,California,CA,41740,"San Diego-Carlsbad, CA",073,000,San Diego County,San Diego County
06,California,CA,41860,"San Francisco-Oakland-Hayward, CA",075,000,San Francisco County,San Francisco County
06,California,CA,44700,"Stockton-Lodi, CA",077,000,San Joaquin County,San Joaquin County
06,California,CA,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",079,000,San Luis Obispo County,San Luis Obispo County
06,California,CA,41860,"San Francisco-Oakland-Hayward, CA",081,000,San Mateo County,San Mateo County
06,California,CA,42200,"Santa Maria-Santa Barbara, CA",083,000,Santa Barbara County,Santa Barbara County
06,California,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",085,000,Santa Clara County,Santa Clara County
06,California,CA,42100,"Santa Cruz-Watsonville, CA",087,000,Santa Cruz County,Santa Cruz County
06,California,CA,39820,"Redding, CA",089,000,Shasta County,Shasta County
06,California,CA,0600007,North Valley-Northern Mountains Region of California nonmetropolitan area,091,000,Sierra County,Sierra County
06,California,CA,0600007,North Valley-Northern Mountains Region of California nonmetropolitan area,093,000,Siskiyou County,Siskiyou County
06,California,CA,46700,"Vallejo-Fairfield, CA",095,000,Solano County,Solano County
06,California,CA,42220,"Santa Rosa, CA",097,000,Sonoma County,Sonoma County
06,California,CA,33700,"Modesto, CA",099,000,Stanislaus County,Stanislaus County
06,California,CA,49700,"Yuba City, CA",101,000,Sutter County,Sutter County
06,California,CA,0600007,North Valley-Northern Mountains Region of California nonmetropolitan area,103,000,Tehama County,Tehama County
06,California,CA,0600007,North Valley-Northern Mountains Region of California nonmetropolitan area,105,000,Trinity County,Trinity County
06,California,CA,47300,"Visalia-Porterville, CA",107,000,Tulare County,Tulare County
06,California,CA,0600006,Eastern Sierra-Mother Lode Region of California nonmetropolitan area,109,000,Tuolumne County,Tuolumne County
06,California,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",111,000,Ventura County,Ventura County
06,California,CA,40900,"Sacramento--Roseville--Arden-Arcade, CA",113,000,Yolo County,Yolo County
06,California,CA,49700,"Yuba City, CA",115,000,Yuba County,Yuba County
08,Colorado,CO,19740,"Denver-Aurora-Lakewood, CO",001,000,Adams County,Adams County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,003,000,Alamosa County,Alamosa County
08,Colorado,CO,19740,"Denver-Aurora-Lakewood, CO",005,000,Arapahoe County,Arapahoe County
08,Colorado,CO,0800002,Southwest Colorado nonmetropolitan area,007,000,Archuleta County,Archuleta County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,009,000,Baca County,Baca County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,011,000,Bent County,Bent County
08,Colorado,CO,14500,"Boulder, CO",013,000,Boulder County,Boulder County
08,Colorado,CO,19740,"Denver-Aurora-Lakewood, CO",014,000,Broomfield County,Broomfield County
08,Colorado,CO,0800002,Southwest Colorado nonmetropolitan area,015,000,Chaffee County,Chaffee County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,017,000,Cheyenne County,Cheyenne County
08,Colorado,CO,19740,"Denver-Aurora-Lakewood, CO",019,000,Clear Creek County,Clear Creek County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,021,000,Conejos County,Conejos County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,023,000,Costilla County,Costilla County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,025,000,Crowley County,Crowley County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,027,000,Custer County,Custer County
08,Colorado,CO,0800002,Southwest Colorado nonmetropolitan area,029,000,Delta County,Delta County
08,Colorado,CO,19740,"Denver-Aurora-Lakewood, CO",031,000,Denver County,Denver County
08,Colorado,CO,0800002,Southwest Colorado nonmetropolitan area,033,000,Dolores County,Dolores County
08,Colorado,CO,19740,"Denver-Aurora-Lakewood, CO",035,000,Douglas County,Douglas County
08,Colorado,CO,0800003,Northwest Colorado nonmetropolitan area,037,000,Eagle County,Eagle County
08,Colorado,CO,17820,"Colorado Springs, CO",041,000,El Paso County,El Paso County
08,Colorado,CO,19740,"Denver-Aurora-Lakewood, CO",039,000,Elbert County,Elbert County
08,Colorado,CO,0800002,Southwest Colorado nonmetropolitan area,043,000,Fremont County,Fremont County
08,Colorado,CO,0800003,Northwest Colorado nonmetropolitan area,045,000,Garfield County,Garfield County
08,Colorado,CO,19740,"Denver-Aurora-Lakewood, CO",047,000,Gilpin County,Gilpin County
08,Colorado,CO,0800003,Northwest Colorado nonmetropolitan area,049,000,Grand County,Grand County
08,Colorado,CO,0800002,Southwest Colorado nonmetropolitan area,051,000,Gunnison County,Gunnison County
08,Colorado,CO,0800002,Southwest Colorado nonmetropolitan area,053,000,Hinsdale County,Hinsdale County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,055,000,Huerfano County,Huerfano County
08,Colorado,CO,0800003,Northwest Colorado nonmetropolitan area,057,000,Jackson County,Jackson County
08,Colorado,CO,19740,"Denver-Aurora-Lakewood, CO",059,000,Jefferson County,Jefferson County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,061,000,Kiowa County,Kiowa County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,063,000,Kit Carson County,Kit Carson County
08,Colorado,CO,0800002,Southwest Colorado nonmetropolitan area,067,000,La Plata County,La Plata County
08,Colorado,CO,0800003,Northwest Colorado nonmetropolitan area,065,000,Lake County,Lake County
08,Colorado,CO,22660,"Fort Collins, CO",069,000,Larimer County,Larimer County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,071,000,Las Animas County,Las Animas County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,073,000,Lincoln County,Lincoln County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,075,000,Logan County,Logan County
08,Colorado,CO,24300,"Grand Junction, CO",077,000,Mesa County,Mesa County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,079,000,Mineral County,Mineral County
08,Colorado,CO,0800003,Northwest Colorado nonmetropolitan area,081,000,Moffat County,Moffat County
08,Colorado,CO,0800002,Southwest Colorado nonmetropolitan area,083,000,Montezuma County,Montezuma County
08,Colorado,CO,0800002,Southwest Colorado nonmetropolitan area,085,000,Montrose County,Montrose County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,087,000,Morgan County,Morgan County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,089,000,Otero County,Otero County
08,Colorado,CO,0800002,Southwest Colorado nonmetropolitan area,091,000,Ouray County,Ouray County
08,Colorado,CO,19740,"Denver-Aurora-Lakewood, CO",093,000,Park County,Park County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,095,000,Phillips County,Phillips County
08,Colorado,CO,0800003,Northwest Colorado nonmetropolitan area,097,000,Pitkin County,Pitkin County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,099,000,Prowers County,Prowers County
08,Colorado,CO,39380,"Pueblo, CO",101,000,Pueblo County,Pueblo County
08,Colorado,CO,0800003,Northwest Colorado nonmetropolitan area,103,000,Rio Blanco County,Rio Blanco County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,105,000,Rio Grande County,Rio Grande County
08,Colorado,CO,0800003,Northwest Colorado nonmetropolitan area,107,000,Routt County,Routt County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,109,000,Saguache County,Saguache County
08,Colorado,CO,0800002,Southwest Colorado nonmetropolitan area,111,000,San Juan County,San Juan County
08,Colorado,CO,0800002,Southwest Colorado nonmetropolitan area,113,000,San Miguel County,San Miguel County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,115,000,Sedgwick County,Sedgwick County
08,Colorado,CO,0800003,Northwest Colorado nonmetropolitan area,117,000,Summit County,Summit County
08,Colorado,CO,17820,"Colorado Springs, CO",119,000,Teller County,Teller County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,121,000,Washington County,Washington County
08,Colorado,CO,24540,"Greeley, CO",123,000,Weld County,Weld County
08,Colorado,CO,0800001,Eastern and Southern Colorado nonmetropolitan area,125,000,Yuma County,Yuma County
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",013,001,Andover town,Andover town
09,Connecticut,CT,71950,"Bridgeport-Stamford-Norwalk, CT",009,002,Ansonia town,Ansonia city
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",015,003,Ashford town,Ashford town
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",003,004,Avon town,Avon town
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",005,005,Barkhamsted town,Barkhamsted town
09,Connecticut,CT,78700,"Waterbury, CT",009,006,Beacon Falls town,Beacon Falls town
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",003,007,Berlin town,Berlin town
09,Connecticut,CT,75700,"New Haven, CT",009,008,Bethany town,Bethany town
09,Connecticut,CT,72850,"Danbury, CT",001,009,Bethel town,Bethel town
09,Connecticut,CT,78700,"Waterbury, CT",005,010,Bethlehem town,Bethlehem town
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",003,011,Bloomfield town,Bloomfield town
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",013,012,Bolton town,Bolton town
09,Connecticut,CT,76450,"Norwich-New London-Westerly, CT-RI",011,013,Bozrah town,Bozrah town
09,Connecticut,CT,75700,"New Haven, CT",009,014,Branford town,Branford town
09,Connecticut,CT,71950,"Bridgeport-Stamford-Norwalk, CT",001,015,Bridgeport town,Bridgeport city
09,Connecticut,CT,72850,"Danbury, CT",005,025,Bridgewater town,Bridgewater town
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",003,026,Bristol town,Bristol city
09,Connecticut,CT,72850,"Danbury, CT",001,028,Brookfield town,Brookfield town
09,Connecticut,CT,79600,"Worcester, MA-CT",015,029,Brooklyn town,Brooklyn town
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",003,030,Burlington town,Burlington town
09,Connecticut,CT,0900001,Connecticut nonmetropolitan area,005,031,Canaan town,Canaan town
09,Connecticut,CT,76450,"Norwich-New London-Westerly, CT-RI",015,032,Canterbury town,Canterbury town
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",003,033,Canton town,Canton town
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",015,034,Chaplin town,Chaplin town
09,Connecticut,CT,75700,"New Haven, CT",009,035,Cheshire town,Cheshire town
09,Connecticut,CT,75700,"New Haven, CT",007,036,Chester town,Chester town
09,Connecticut,CT,75700,"New Haven, CT",007,037,Clinton town,Clinton town
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",011,038,Colchester town,Colchester town
09,Connecticut,CT,0900001,Connecticut nonmetropolitan area,005,039,Colebrook town,Colebrook town
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",013,040,Columbia town,Columbia town
09,Connecticut,CT,0900001,Connecticut nonmetropolitan area,005,041,Cornwall town,Cornwall town
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",013,042,Coventry town,Coventry town
09,Connecticut,CT,73450,"Hartford-West Hartford-East Hartford, CT",007,043,Cromwell town,Cromwell town
09,Connecticut,CT,72850,"Danbury, CT",001,044,Danbury town,Danbury city
09,Connecticut,CT,71950,"Bridgeport-Stamford-Norwalk, CT",001,046,Darien town,Darien town
09,Connecticut,CT,75700,"New Haven, CT",007,159,Deep River town,Deep River town
09,Connecticut,CT,71950,"Bridgeport-Stamford-Norwalk, CT",009,047,Derby town,Derby city
09,Connecticut,CT,75700,"New Haven, CT",007,048,Durham town,Durham town
